GTD ID,DATE,COUNTRY,CITY,PERPETRATOR GROUP,FATALITIES,INJURED,TARGET TYPE
201912060023,2019-12-06,Spain,Madrid,Indigenous People of Biafra (IPOB),0,0,Government (General)
201912060010,2019-12-06,Spain,Madrid,Anti-Immigrant extremists,0,0,Private Citizens & Property
201906240020,2019-06-24,Spain,Ceuta,Unknown,0,0,Religious Figures/Institutions
201902220050,2019-02-22,Spain,Madrid,Free Joseon,0,2,Government (Diplomatic)
201808200001,2018-08-20,Spain,Cornella de Llobregat,Muslim extremists,1,0,Police
201804010035,2018-04-01,Spain,Barcelona,Bastards & Blasphems,0,0,Business
201708180003,2017-08-18,Spain,Cambrils,Muslim extremists,6,6,Private Citizens & Property
201708170003,2017-08-17,Spain,Barcelona,Muslim extremists,1,3,"Police,Private Citizens & Property"
201708170002,2017-08-17,Spain,Barcelona,Muslim extremists,14,101,Private Citizens & Property
201707250015,2017-07-25,Spain,Melilla,Unknown,0,1,Police
201610150035,2016-10-15,Spain,Alsasua,Alde Hemendik Movement,0,4,Police
201609100006,2016-09-10,Spain,Fontellas,Muslim extremists,0,0,Religious Figures/Institutions
201603240039,2016-03-24,Spain,Madrid,Ramiro Ledesma Social Centre,0,0,Religious Figures/Institutions
201512260062,2015-12-23,Spain,Madrid,Ramiro Ledesma Social Centre,0,0,Government (General)
201412190050,2014-12-19,Spain,Madrid,Unknown,0,0,Government (General)
201410010040,2014-10-01,Spain,Baralla,Resistencia Galega,0,0,Government (General)
201409280056,2014-09-28,Spain,Bilbao,Basque Separatists,0,0,Transportation
201408190096,2014-08-20,Spain,Loiu,Unknown,0,0,Transportation
201310070049,2013-10-07,Spain,Beade,Resistencia Galega,0,0,Government (General)
201310020025,2013-10-02,Spain,Zaragoza,Mateo Morral Insurrectionist Commandos,0,0,Religious Figures/Institutions
201304200031,2013-04-19,Spain,Pamplona,Anti-Clerical Pro-Sex Toys Group,0,0,Religious Figures/Institutions
201304190037,2013-04-19,Spain,Madrid,Anti-Clerical Pro-Sex Toys Group,0,1,Educational Institution
201302070008,2013-02-07,Spain,Madrid,Mateo Morral Insurrectionist Commandos,0,0,Religious Figures/Institutions
201209150013,2012-09-15,Spain,Vigo,Resistencia Galega (suspected),0,0,Unknown
201009160031,2010-09-16,Spain,Vitoria,Basque Fatherland and Freedom (ETA) (suspected),0,0,Private Citizens & Property
201009160029,2010-09-16,Spain,Pontevedra,Unknown,0,0,Government (General)
201006240011,2010-06-24,Spain,Salvatierra,Unknown,0,0,Police
200911270007,2009-11-27,Spain,Getxo,Unknown,0,0,Transportation
200910170003,2009-10-17,Spain,Durango,Basque Fatherland and Freedom (ETA) (suspected),0,0,Transportation
200910160002,2009-10-16,Spain,Bilbao,Basque Fatherland and Freedom (ETA) (suspected),0,0,Transportation
200908270009,2009-08-27,Spain,Okondo,Basque Fatherland and Freedom (ETA) (suspected),0,0,Private Citizens & Property
200908090008,2009-08-09,Spain,Palma de Mallorca,Basque Fatherland and Freedom (ETA),0,0,Business
200908090007,2009-08-09,Spain,Palma de Mallorca,Basque Fatherland and Freedom (ETA),0,0,Business
200908090006,2009-08-09,Spain,Palma de Mallorca,Basque Fatherland and Freedom (ETA),0,2,Business
200908090005,2009-08-09,Spain,Palma de Mallorca,Basque Fatherland and Freedom (ETA) (suspected),0,0,Business
200907300018,2009-07-30,Spain,Calvia,Basque Fatherland and Freedom (ETA),2,0,Police
200907290025,2009-07-29,Spain,Burgos,Basque Fatherland and Freedom (ETA) (suspected),0,46,Police
200907100002,2009-07-10,Spain,Durango,Basque Fatherland and Freedom (ETA) (suspected),0,0,Government (General)
200906200013,2009-06-20,Spain,San Sebastian,Unknown,0,0,Transportation
200906190013,2009-06-19,Spain,Arrigorriaga,Basque Fatherland and Freedom (ETA) (suspected),1,0,Police
200906050008,2009-06-05,Spain,Bilbao,Unknown,0,0,Police
200905120006,2009-05-12,Spain,Vitoria,Basque Separatists (suspected),0,0,Telecommunication
200903260001,2009-03-26,Spain,Amorebieta,Basque Fatherland and Freedom (ETA) (suspected),0,0,Private Citizens & Property
200902230007,2009-02-23,Spain,Lazkao,Basque Fatherland and Freedom (ETA),0,0,Government (Diplomatic)
200902100008,2009-02-10,Spain,Madrid,Unknown,0,0,Private Citizens & Property
200902090001,2009-02-09,Spain,Madrid,Unknown,0,0,Business
200901160006,2009-01-16,Spain,Hernani,Basque Fatherland and Freedom (ETA) (suspected),0,0,Telecommunication
200901120002,2009-01-12,Spain,Mos,Unknown,0,0,Government (General)
200812310002,2008-12-31,Spain,Bilbao,Basque Fatherland and Freedom (ETA),0,1,Journalists & Media
200812030006,2008-12-03,Spain,Azpeitia,Basque Fatherland and Freedom (ETA),1,0,Business
200810300015,2008-10-30,Spain,Pamplona,Basque Fatherland and Freedom (ETA) (suspected),0,17,Educational Institution
200810250012,2008-10-25,Spain,Amorebieta,Unknown,0,0,Transportation
200810250011,2008-10-25,Spain,Berriz,Unknown,0,0,Transportation
200810150007,2008-10-15,Spain,Erandio,Unknown,0,0,Private Citizens & Property
200809220011,2008-09-22,Spain,Santona,Basque Fatherland and Freedom (ETA),1,6,Military
200809210027,2008-09-21,Spain,Ondarroa,Basque Fatherland and Freedom (ETA) (suspected),0,0,Police
200809210026,2008-09-21,Spain,Ondarroa,Basque Fatherland and Freedom (ETA) (suspected),0,10,Police
200809210010,2008-09-21,Spain,Vitoria,Basque Fatherland and Freedom (ETA),0,0,Police
200809210009,2008-09-21,Spain,Vitoria,Basque Fatherland and Freedom (ETA),0,0,Police
200809210008,2008-09-21,Spain,Ondarroa,Basque Fatherland and Freedom (ETA) (suspected),0,11,Police
200808170013,2008-08-17,Spain,Benalmadena,Basque Fatherland and Freedom (ETA),0,0,Private Citizens & Property
200808170009,2008-08-17,Spain,Guadalmar,Basque Fatherland and Freedom (ETA),0,0,Private Citizens & Property
200808170008,2008-08-17,Spain,Malaga,Basque Fatherland and Freedom (ETA),0,0,Transportation
200807290037,2008-07-29,Spain,Torremolinos,Basque Fatherland and Freedom (ETA),0,0,Business
200807280016,2008-07-28,Spain,Orio,Basque Fatherland and Freedom (ETA),0,0,Business
200807200018,2008-07-20,Spain,Noja,Basque Fatherland and Freedom (ETA),0,0,NGO
200807200017,2008-07-20,Spain,Noja,Basque Fatherland and Freedom (ETA),0,1,Business
200807200016,2008-07-20,Spain,Laredo,Basque Fatherland and Freedom (ETA),0,0,Business
200807200015,2008-07-20,Spain,Bilbao,Basque Fatherland and Freedom (ETA),0,0,Business
200807200014,2008-07-20,Spain,Laredo,Basque Fatherland and Freedom (ETA),0,0,Business
200807040029,2008-07-04,Spain,Barrundia,Basque Fatherland and Freedom (ETA) (suspected),0,0,Telecommunication
200806080012,2008-06-08,Spain,Zamudio,Basque Fatherland and Freedom (ETA),0,0,Business
200805190017,2008-05-19,Spain,Getxo,Basque Fatherland and Freedom (ETA),0,0,Business
200805140027,2008-05-14,Spain,Leon,Unknown,0,1,Business
200805140015,2008-05-14,Spain,Leguitano,Basque Fatherland and Freedom (ETA) (suspected),1,4,Police
200805120012,2008-05-12,Spain,Hernani,Basque Fatherland and Freedom (ETA),0,0,Transportation
200805090014,2008-05-09,Spain,Arrasate,Unknown,0,0,Private Citizens & Property
200805010010,2008-05-01,Spain,San Sebastian,Basque Fatherland and Freedom (ETA),0,0,Government (General)
200805010009,2008-05-01,Spain,Arrigorriaga,Basque Fatherland and Freedom (ETA),0,0,Government (General)
200804200011,2008-04-20,Spain,Elgoibar,Basque Fatherland and Freedom (ETA),0,0,Private Citizens & Property
200804170007,2008-04-17,Spain,Bilbao,Basque Fatherland and Freedom (ETA),0,7,Government (General)
200804120001,2008-04-12,Spain,Unknown,Basque Fatherland and Freedom (ETA),0,0,Telecommunication
200803300004,2008-03-30,Spain,Azpeitia,Basque Fatherland and Freedom (ETA),0,0,Telecommunication
200803210001,2008-03-21,Spain,Calahorra,Basque Fatherland and Freedom (ETA),0,1,Police
200802230006,2008-02-23,Spain,Bilbao,Basque Fatherland and Freedom (ETA),0,0,Telecommunication
200711290016,2007-11-29,Spain,Valencia,Anti-Independence extremists,0,0,Private Citizens & Property
200711150013,2007-11-15,Spain,Cangas,Unknown,0,0,Business
200710090017,2007-10-09,Spain,Bilbao,Basque Fatherland and Freedom (ETA) (suspected),0,3,"Government (General),Private Citizens & Property"
200709100004,2007-09-10,Spain,Logrono,Basque Fatherland and Freedom (ETA),0,0,Government (General)
200709020003,2007-09-02,Spain,Fuenmayor,Basque Fatherland and Freedom (ETA) (suspected),0,0,Transportation
200708300023,2007-08-30,Spain,Orio,Basque Fatherland and Freedom (ETA) (suspected),0,0,Private Citizens & Property
200708240040,2007-08-24,Spain,Durango,Basque Fatherland and Freedom (ETA) (suspected),0,2,Police
200707250002,2007-07-25,Spain,Belagua,Basque Fatherland and Freedom (ETA),0,0,Private Citizens & Property
200702170004,2007-02-17,Spain,Amorebieta,Unknown,0,0,Transportation
200702150021,2007-02-15,Spain,San Sebastian,Unknown,0,0,"Government (General),Government (Diplomatic)"
200702020003,2007-02-02,Spain,San Sebastian,Unknown,0,0,Government (General)
200612300002,2006-12-30,Spain,Madrid,Basque Fatherland and Freedom (ETA),2,12,"Police,Airports and Aircraft,Private Citizens & Property"
200610260002,2006-10-26,Spain,Vitoria,Basque Fatherland and Freedom (ETA),0,0,Business
200610120007,2006-10-12,Spain,Barakaldo,Unknown,0,0,Transportation
200609280008,2006-09-28,Spain,Arrasate,Unknown,0,0,Private Citizens & Property
200609230008,2006-09-23,Spain,Markina,Unknown,0,0,Government (General)
200609190007,2006-09-19,Spain,Renteria,Unknown,0,0,Transportation
200604220003,2006-04-22,Spain,Baranain,Basque Fatherland and Freedom (ETA) (suspected),0,4,"Business,Private Citizens & Property,Police"
200603090001,2006-03-09,Spain,Unknown,Basque Fatherland and Freedom (ETA) (suspected),0,0,Transportation
200602280018,2006-02-28,Spain,Unknown,Basque Fatherland and Freedom (ETA),0,0,Government (General)
200602280002,2006-02-28,Spain,Mutriku,Basque Fatherland and Freedom (ETA),0,0,Military
200602270018,2006-02-27,Spain,Mungia,Basque Fatherland and Freedom (ETA) (suspected),0,1,"Government (General),Police"
200602270010,2006-02-27,Spain,Mungia,Basque Fatherland and Freedom (ETA) (suspected),0,2,Police
200602250015,2006-02-25,Spain,Vitoria,Basque Fatherland and Freedom (ETA) (suspected),0,2,Business
200602250002,2006-02-25,Spain,Vitoria,Basque Fatherland and Freedom (ETA) (suspected),0,2,Business
200602220001,2006-02-22,Spain,Bilbao,Basque Fatherland and Freedom (ETA),0,0,Business
200602160003,2006-02-16,Spain,Bilbao,Basque Fatherland and Freedom (ETA) (suspected),0,0,Business
200602140002,2006-02-14,Spain,Urdax,Basque Fatherland and Freedom (ETA),0,0,Business
200602020006,2006-02-02,Spain,Etxebarri,Basque Fatherland and Freedom (ETA),0,0,Government (General)
200601250008,2006-01-25,Spain,Murguia,Basque Fatherland and Freedom (ETA) (suspected),0,0,Government (General)
200601250007,2006-01-25,Spain,Balmaseda,Basque Fatherland and Freedom (ETA) (suspected),0,0,Government (General)
200601220011,2006-01-22,Spain,Iruna de la Oca,Unknown,0,0,Government (General)
200601200013,2006-01-20,Spain,Bilbao,Basque Fatherland and Freedom (ETA) (suspected),0,1,"Government (General),Police"
200512220003,2005-12-22,Spain,Doneztebe-Santesteban,Basque Fatherland and Freedom (ETA),0,0,Business
200510220003,2005-10-22,Spain,Barakaldo,Unknown,0,0,Government (General)
200509240001,2005-09-24,Spain,Berrocalejo de Aragona,Basque Fatherland and Freedom (ETA) (suspected),0,0,Business
200508010007,2005-08-01,Spain,Getxo,Basque Fatherland and Freedom (ETA),0,0,"Business,Business,Business"
200507300008,2005-07-30,Spain,Durango,Basque Fatherland and Freedom (ETA),0,0,Business
200507300005,2005-07-30,Spain,Durango,Basque Fatherland and Freedom (ETA),0,0,Government (General)
200507290011,2005-07-29,Spain,Toledo,Basque Fatherland and Freedom (ETA),0,0,Transportation
200507290008,2005-07-29,Spain,Ciudad Real,Basque Fatherland and Freedom (ETA),0,0,Transportation
200507230002,2005-07-23,Spain,Santiago de Compostela,Basque Fatherland and Freedom (ETA),0,0,Business
200507210011,2005-07-21,Spain,Guernica,Basque Fatherland and Freedom (ETA) (suspected),0,0,Business
200507120018,2005-07-12,Spain,Barcelona,Unknown,0,1,"Educational Institution,Police"
200506250002,2005-06-25,Spain,Madrid,Basque Fatherland and Freedom (ETA),0,0,Business
200506250001,2005-06-25,Spain,San Sebastian,Unknown,0,0,Government (General)
200506100002,2005-06-10,Spain,Zaragoza,Basque Fatherland and Freedom (ETA),0,0,Airports and Aircraft
200505250001,2005-05-25,Spain,Madrid,Basque Fatherland and Freedom (ETA),0,34,Private Citizens & Property
200505150004,2005-05-15,Spain,Unknown,Basque Fatherland and Freedom (ETA),0,0,Business
200505150003,2005-05-15,Spain,Unknown,Basque Fatherland and Freedom (ETA),0,0,Business
200505150002,2005-05-15,Spain,Unknown,Basque Fatherland and Freedom (ETA),0,0,Business
200505150001,2005-05-15,Spain,Vergara,Basque Fatherland and Freedom (ETA),0,3,Business
200504140005,2005-04-14,Spain,Lezo,Unknown,0,0,Utilities
200502090001,2005-02-09,Spain,Madrid,Basque Fatherland and Freedom (ETA),0,43,Business
200501300001,2005-01-30,Spain,Denia,Basque Fatherland and Freedom (ETA),0,1,"Business,Business"
200501250002,2005-01-25,Spain,Oiarzun,Unknown,0,0,"Government (General),Private Citizens & Property"
200501180005,2005-01-18,Spain,Getxo,Basque Fatherland and Freedom (ETA),0,0,Private Citizens & Property
200412060009,2004-12-06,Spain,Malaga,Basque Fatherland and Freedom (ETA),0,0,Unknown
200412060008,2004-12-06,Spain,Alicante,Basque Fatherland and Freedom (ETA),0,0,Unknown
200412060007,2004-12-06,Spain,Ciudad Real,Basque Fatherland and Freedom (ETA),0,1,Business
200412060006,2004-12-06,Spain,Valladolid,Basque Fatherland and Freedom (ETA),0,0,Unknown
200412060005,2004-12-06,Spain,Avila,Basque Fatherland and Freedom (ETA),0,0,Unknown
200412060004,2004-12-06,Spain,Santillana del Mar,Basque Fatherland and Freedom (ETA),0,2,Unknown
200412060003,2004-12-06,Spain,Leon,Basque Fatherland and Freedom (ETA),0,0,Unknown
200412030005,2004-12-03,Spain,Madrid,Basque Fatherland and Freedom (ETA),0,1,Business
200412030004,2004-12-03,Spain,Madrid,Basque Fatherland and Freedom (ETA),0,1,Business
200412030003,2004-12-03,Spain,Madrid,Basque Fatherland and Freedom (ETA),0,1,Business
200412030002,2004-12-03,Spain,Madrid,Basque Fatherland and Freedom (ETA),0,1,Business
200412030001,2004-12-03,Spain,Madrid,Basque Fatherland and Freedom (ETA),0,2,Business
200409260002,2004-09-26,Spain,Bujaruelo Valley,Basque Fatherland and Freedom (ETA),0,0,Utilities
200409150003,2004-09-15,Spain,Irun,Basque Fatherland and Freedom (ETA) (suspected),0,0,Utilities
200409140004,2004-09-14,Spain,Iruna de la Oca,Unknown,0,0,Government (General)
200409140003,2004-09-14,Spain,Elorrio,Unknown,0,0,Police
200408280006,2004-08-28,Spain,Santiago de Compostela,Basque Fatherland and Freedom (ETA),0,0,Private Citizens & Property
200408280002,2004-08-28,Spain,Santiago de Compostela,Basque Fatherland and Freedom (ETA),0,0,Private Citizens & Property
200408120002,2004-08-12,Spain,Gijon,Basque Fatherland and Freedom (ETA),0,1,Tourists
200408120001,2004-08-12,Spain,Santander,Basque Fatherland and Freedom (ETA),0,1,Tourists
200408070002,2004-08-07,Spain,San Vicente de la Barquera,Basque Fatherland and Freedom (ETA) (suspected),0,0,Private Citizens & Property
200408070001,2004-08-07,Spain,Ribadesella,Basque Fatherland and Freedom (ETA) (suspected),0,0,Private Citizens & Property
200406080002,2004-06-08,Spain,Castejon,Unknown,2,0,Police
200404020003,2004-04-03,Spain,Mocejon,Unknown,0,0,Transportation
200403110007,2004-03-11,Spain,Madrid,Al-Qaida (suspected),62,450,"Transportation,Transportation"
200403110006,2004-03-11,Spain,Madrid,Al-Qaida (suspected),0,0,"Transportation,Transportation"
200403110005,2004-03-11,Spain,Madrid,Al-Qaida (suspected),0,0,"Transportation,Transportation"
200403110004,2004-03-11,Spain,Madrid,Al-Qaida (suspected),19,450,"Transportation,Transportation"
200403110003,2004-03-11,Spain,Madrid,Al-Qaida (suspected),73,450,"Transportation,Transportation"
200403110001,2004-03-11,Spain,Madrid,Al-Qaida (suspected),37,450,"Transportation,Transportation"
200403030001,2004-03-03,Spain,Eibar,Unknown,0,0,Journalists & Media
200312240003,2003-12-24,Spain,Samper de Calanda,Basque Fatherland and Freedom (ETA),0,0,Transportation
200312240002,2003-12-24,Spain,Hernani,Basque Fatherland and Freedom (ETA),0,0,Transportation
200312240001,2003-12-24,Spain,San Sebastian,Basque Fatherland and Freedom (ETA),0,0,Transportation
200310120002,2003-10-12,Spain,Irun,Basque Fatherland and Freedom (ETA) (suspected),0,0,Business
200308020001,2003-08-02,Spain,Leioa,Basque Fatherland and Freedom (ETA),0,0,Business
200307270003,2003-07-27,Spain,Santander,Basque Fatherland and Freedom (ETA) (suspected),0,0,Airports and Aircraft
200307250009,2003-07-25,Spain,Andoain,Unknown,0,0,Government (General)
200307250008,2003-07-25,Spain,Andoain,Unknown,0,0,Government (General)
200307250005,2003-07-25,Spain,Estella,Unknown,0,2,Government (General)
200307250004,2003-07-25,Spain,Andoain,Unknown,0,0,Government (General)
200307220004,2003-07-22,Spain,Benidorm,Basque Fatherland and Freedom (ETA),0,6,Business
200307220003,2003-07-22,Spain,Alicante,Basque Fatherland and Freedom (ETA),0,7,Business
200307130001,2003-07-13,Spain,Pamplona,Basque Fatherland and Freedom (ETA) (suspected),0,0,Business
200305300003,2003-05-30,Spain,Sanguesa,Basque Fatherland and Freedom (ETA) (suspected),2,6,Police
200305270001,2003-05-27,Spain,Bilbao,Unknown,0,0,Government (General)
200305250001,2003-05-25,Spain,Renteria,Unknown,0,0,Government (General)
200305240004,2003-05-24,Spain,Oiartzun,Unknown,0,0,Business
200305240003,2003-05-24,Spain,Valencia,Unknown,0,4,Unknown
200305240001,2003-05-24,Spain,San Sebastian,Unknown,0,0,Police
200305220002,2003-05-22,Spain,Azpeitia,Unknown,0,0,Police
200302080005,2003-02-08,Spain,Andoain,Basque Fatherland and Freedom (ETA) (suspected),1,0,Police
200212170001,2002-12-17,Spain,Collado Villalba,Basque Fatherland and Freedom (ETA),1,2,Police
200212030002,2002-12-03,Spain,Santander,Basque Fatherland and Freedom (ETA) (suspected),0,0,Private Citizens & Property
200210120002,2002-10-12,Spain,Urdax,Basque Fatherland and Freedom (ETA) (suspected),0,2,Military
200208260009,2002-08-26,Spain,San Sebastian,Unknown,0,1,Transportation
200208260004,2002-08-26,Spain,Tolosa,Basque Fatherland and Freedom (ETA),0,0,Government (General)
200208090001,2002-08-09,Spain,Torrevieja,Basque Fatherland and Freedom (ETA),0,0,Business
200208040001,2002-08-04,Spain,Alicante,Basque Fatherland and Freedom (ETA),2,30,"Business,Military"
200206230001,2002-06-23,Spain,Mijas,Basque Fatherland and Freedom (ETA),0,0,Business
200206220002,2002-06-22,Spain,Zaragoza,Basque Fatherland and Freedom (ETA),0,3,"Police,Private Citizens & Property,Business"
200206220001,2002-06-22,Spain,Santander,Basque Fatherland and Freedom (ETA),0,1,"Police,Government (General),Tourists"
200206210003,2002-06-21,Spain,Marbella,Basque Fatherland and Freedom (ETA),0,0,Business
200206210001,2002-06-21,Spain,Fuengirola,Basque Fatherland and Freedom (ETA),0,3,"Tourists,Tourists"
200205230006,2002-05-23,Spain,Pamplona,Basque Fatherland and Freedom (ETA),0,2,"Educational Institution,Private Citizens & Property,Police"
200205130002,2002-05-13,Spain,Barcelona,Unknown,0,2,Business
200205070006,2002-05-07,Spain,Eibar,Unknown,0,0,Business
200205070005,2002-05-07,Spain,Vitoria,Unknown,0,0,Business
200205050007,2002-05-05,Spain,Bilbao,Basque Fatherland and Freedom (ETA) (suspected),0,,"Business,Police,Transportation"
200205050005,2002-05-05,Spain,Arganda del Rey,Neo-Nazi extremists (suspected),0,0,"Religious Figures/Institutions,Transportation"
200205040003,2002-05-04,Spain,Arrasate,Unknown,0,0,Business
200205040002,2002-05-04,Spain,Lemorieta,Unknown,0,0,Journalists & Media
200205010002,2002-05-01,Spain,Madrid,Basque Fatherland and Freedom (ETA),0,0,Private Citizens & Property
200205010001,2002-05-01,Spain,Madrid,Basque Fatherland and Freedom (ETA),0,17,Business
200204220003,2002-04-22,Spain,Madrid,Basque Fatherland and Freedom (ETA) (suspected),0,0,Business
200203210002,2002-03-21,Spain,Orio,Basque Fatherland and Freedom (ETA) (suspected),1,0,Government (General)
200202280002,2002-02-28,Spain,Portugalete,Basque Fatherland and Freedom (ETA) (suspected),0,5,Government (General)
200202190004,2002-02-19,Spain,Sestao,Basque Fatherland and Freedom (ETA) (suspected),0,2,Government (General)
200202100002,2002-02-10,Spain,Vitoria,Unknown,0,0,Educational Institution
200202070007,2002-02-07,Spain,Irura,Unknown,0,0,Business
200202070004,2002-02-07,Spain,Arrasate,Unknown,0,0,Government (General)
200202070002,2002-02-07,Spain,Barakaldo,Unknown,0,0,Transportation
200201250002,2002-01-25,Spain,Bilbao,Basque Fatherland and Freedom (ETA),0,0,Telecommunication
200201170006,2002-01-17,Spain,Unknown,Basque Fatherland and Freedom (ETA),0,0,Journalists & Media
200201170005,2002-01-17,Spain,Unknown,Basque Fatherland and Freedom (ETA),0,0,Journalists & Media
200201170004,2002-01-17,Spain,Unknown,Basque Fatherland and Freedom (ETA),0,0,Business
200201120002,2002-01-12,Spain,Bilbao,Basque Fatherland and Freedom (ETA),0,2,Private Citizens & Property
200201010014,2002-01-01,Spain,Guernica,Basque Fatherland and Freedom (ETA) (suspected),0,0,"Business,Police"
200201010013,2002-01-01,Spain,Guernica,Basque Fatherland and Freedom (ETA) (suspected),0,0,"Business,Police"
200201010012,2002-01-01,Spain,Guernica,Basque Fatherland and Freedom (ETA) (suspected),0,0,"Business,Police"
200201010011,2002-01-01,Spain,Guernica,Basque Fatherland and Freedom (ETA) (suspected),0,0,"Business,Police"
200111230001,2001-11-23,Spain,Beasain,Basque Fatherland and Freedom (ETA) (suspected),2,0,Police
200111070001,2001-11-07,Spain,Getxo,Basque Fatherland and Freedom (ETA),1,0,Government (General)
200111060001,2001-11-06,Spain,Madrid,Basque Fatherland and Freedom (ETA),0,95,Government (General)
200110120003,2001-10-12,Spain,Madrid,Basque Fatherland and Freedom (ETA) (suspected),0,14,Private Citizens & Property
200110120001,2001-10-12,Spain,Zurbano,Unknown,0,0,Government (General)
200110010003,2001-10-01,Spain,Vitoria,Basque Fatherland and Freedom (ETA) (suspected),0,1,Government (General)
200109240001,2001-09-24,Spain,Vitoria,Unknown,0,0,Educational Institution
200109020006,2001-09-02,Spain,Vitoria,Basque Fatherland and Freedom (ETA) (suspected),0,0,"Business,Police"
200109010004,2001-09-01,Spain,San Sebastian,Unknown,0,0,Business
200109010002,2001-09-01,Spain,San Sebastian,Unknown,0,0,Business
200109010001,2001-09-01,Spain,San Sebastian,Unknown,0,0,Business
200108310004,2001-08-31,Spain,Bilbao,Unknown,0,1,Police
200108280007,2001-08-28,Spain,San Sebastian,Basque Fatherland and Freedom (ETA) (suspected),0,0,Journalists & Media
200108270009,2001-08-27,Spain,Madrid,Basque Fatherland and Freedom (ETA),0,0,"Airports and Aircraft,Police"
200108260016,2001-08-26,Spain,Irun,Unknown,0,0,Telecommunication
200108260015,2001-08-26,Spain,Irun,Unknown,0,0,Journalists & Media
200108260014,2001-08-26,Spain,Irun,Unknown,0,0,Business
200108250015,2001-08-25,Spain,Vitoria,Unknown,0,0,Government (General)
200108250006,2001-08-25,Spain,Loiola,Unknown,0,0,Transportation
200108250005,2001-08-25,Spain,Pamplona,Unknown,0,0,Business
200108220011,2001-08-22,Spain,Amorebieta,Unknown,0,0,Government (General)
200108210003,2001-08-21,Spain,San Sebastian,Unknown,0,0,Police
200108200006,2001-08-20,Spain,San Sebastian,Basque Fatherland and Freedom (ETA) (suspected),1,2,Private Citizens & Property
200108180004,2001-08-18,Spain,Salou,Basque Fatherland and Freedom (ETA),0,13,"Business,Tourists"
200108180002,2001-08-18,Spain,Donostia-San Sebastian,Unknown,0,0,Transportation
200108180001,2001-08-18,Spain,Bilbao,Unknown,0,0,Transportation
200108170015,2001-08-17,Spain,Bilbao,Unknown,0,0,Police
200108160020,2001-08-16,Spain,Donostia-San Sebastian,Basque Fatherland and Freedom (ETA),0,0,Business
200108160019,2001-08-16,Spain,Donostia-San Sebastian,Basque Fatherland and Freedom (ETA),0,0,Business
200108160001,2001-08-16,Spain,Ciudad Real,Basque Fatherland and Freedom (ETA),0,0,Transportation
200108150005,2001-08-15,Spain,Donostia-San Sebastian,Unknown,0,0,Police
200108110002,2001-08-11,Spain,Bilbao,Unknown,0,0,Police
200108110001,2001-08-11,Spain,Andoain,Unknown,0,0,Government (General)
200108100002,2001-08-10,Spain,Idiazabal,Unknown,0,0,Telecommunication
200108100001,2001-08-10,Spain,Idiazabal,Unknown,0,0,Police
200108080003,2001-08-08,Spain,Barcelona,Unknown,0,1,Private Citizens & Property
200108050012,2001-08-05,Spain,Markina,Unknown,0,0,"Government (General),Business"
200108050011,2001-08-05,Spain,Portugalete,Unknown,0,2,Police
200108050010,2001-08-05,Spain,Portugalete,Unknown,0,0,Business
200108040002,2001-08-04,Spain,Estella,Unknown,0,0,Police
200108040001,2001-08-04,Spain,Villava,Unknown,0,0,Government (General)
200107270005,2001-07-27,Spain,Churriana,Basque Fatherland and Freedom (ETA),0,0,Airports and Aircraft
200107270004,2001-07-27,Spain,Vitoria,Basque Fatherland and Freedom (ETA) (suspected),0,0,"Military,Private Citizens & Property"
200107100001,2001-07-10,Spain,Madrid,Basque Fatherland and Freedom (ETA),1,12,"Police,Private Citizens & Property"
200107070001,2001-07-07,Spain,Vitoria,Basque Fatherland and Freedom (ETA) (suspected),0,0,Business
200106280001,2001-06-28,Spain,Madrid,Basque Fatherland and Freedom (ETA),0,16,Military
200106210001,2001-06-21,Spain,Donostia-San Sebastian,Basque Fatherland and Freedom (ETA),0,0,Business
200106100001,2001-06-10,Spain,Logrono,Basque Fatherland and Freedom (ETA) (suspected),0,2,Private Citizens & Property
200105240003,2001-05-24,Spain,Donostia-San Sebastian,Basque Fatherland and Freedom (ETA) (suspected),1,0,Journalists & Media
200105230002,2001-05-23,Spain,Leioa,Basque Fatherland and Freedom (ETA) (suspected),0,0,Educational Institution
200105150002,2001-05-15,Spain,Zarauz,Basque Fatherland and Freedom (ETA),0,1,Journalists & Media
200105110001,2001-05-11,Spain,Madrid,Basque Fatherland and Freedom (ETA),0,,Private Citizens & Property
200105060002,2001-05-06,Spain,Zaragoza,Basque Fatherland and Freedom (ETA),1,0,Government (General)
200104210002,2001-04-21,Spain,Vitoria,Unknown,0,0,Government (General)
200104070001,2001-04-07,Spain,Renteria,Unknown,0,0,Government (General)
200103290003,2001-03-29,Spain,Tolosa,Basque Fatherland and Freedom (ETA),0,0,Government (General)
200103240002,2001-03-24,Spain,Elizalde,Unknown,0,0,Police
200103210001,2001-03-21,Spain,Vitoria,Unknown,0,0,Police
200103200003,2001-03-20,Spain,Lasarte,Basque Fatherland and Freedom (ETA) (suspected),1,0,Government (General)
200103170005,2001-03-17,Spain,Rosas,Basque Fatherland and Freedom (ETA),1,3,"Tourists,Police,Private Citizens & Property"
200103110002,2001-03-11,Spain,Azpeitia,Unknown,0,0,Police
200103110001,2001-03-11,Spain,Barcelona,Unknown,0,0,Business
200103090007,2001-03-09,Spain,Hernani,Unknown,1,1,Police
200103090004,2001-03-09,Spain,Renteria,Unknown,0,0,Police
200103090003,2001-03-09,Spain,Donostia-San Sebastian,Haika,0,0,Government (General)
